zipcode,population,centroid_lat,centroid_lon,regional spatial type,capacity,rc_centroid_lat,rc_centroid_lon
84066,6733,48.762848167186,12.236201021517,rural,164966,48.759642056033,12.227525959561
84069,7759,48.83225352636,12.153180578954,urban,168246,48.826285973099,12.148972451984
84072,5907,48.552544208414,11.710188595749,rural,205866,48.553043791213,11.745053036249
84076,4973,48.658177709797,11.935392208715,rural,179633,48.671476475514,11.974471316716
84079,5398,48.54171516474,11.999888295003,rural,206107,48.520986092486,11.997365919911
84082,3551,48.770153488256,12.320824231174,rural,156817,48.797139700502,12.316816594272
84085,5554,48.84555511017,12.058461836547,urban,170890,48.838055415996,12.052318125192
84088,4033,48.737291354498,12.140438960519,rural,166919,48.732642627535,12.185017416329
84089,1757,48.691095472575,11.719160400469,rural,0,,
84091,1427,48.655449380173,11.847147047224,rural,0,,
84092,1836,48.712601841497,12.293163935994,rural,162875,48.716182133782,12.294584419679
84094,2110,48.701904811737,11.815744212976,rural,182283,48.696780039022,11.779114792221
84095,3602,48.587614905943,12.018708947538,rural,195550,48.590441453083,12.006561791544
84097,1249,48.786537804417,12.075825962281,urban,0,,
84098,4068,48.659792822068,12.102949371984,rural,180347,48.659455647524,12.079794527709
84100,3844,48.592888514803,12.323649225777,rural,169835,48.615300693842,12.327373862774
84101,1812,48.599440581103,11.931856963111,rural,188988,48.613452873452,11.935347759726
84103,1719,48.660591493138,12.310919031257,rural,165420,48.670769163382,12.311665838887
84104,3446,48.588360974555,11.791781714246,rural,198335,48.592923102487,11.770147977049
84106,1774,48.608909181485,11.863825233786,rural,0,,
84107,2583,48.617807102185,12.029599033976,rural,188503,48.618465838345,11.996082697886
84109,2579,48.624824594629,12.341792939287,rural,168749,48.628301645287,12.325870540363
84130,18859,48.629339149958,12.484294961307,rural,160068,48.637220406625,12.509681883256
84137,11790,48.442923738629,12.344201377161,rural,170671,48.463763270304,12.37487953039
84140,6832,48.450525939789,12.575398900134,rural,153827,48.433081889256,12.561410699776
84144,6846,48.468343175003,12.260791256627,rural,185517,48.474331594122,12.270063250341
84149,6837,48.360150553474,12.255709398731,rural,187860,48.359963820573,12.250014706231
84152,6196,48.733792966445,12.420575271571,rural,155113,48.726352929014,12.444790611474
84155,5569,48.397694021993,12.401103464504,rural,169986,48.41302981208,12.394835678765
84160,4681,48.527263153064,12.528104131049,rural,156146,48.537899206907,12.517549288079
84163,3784,48.560990963027,12.567884184507,rural,152576,48.551839637728,12.568189152756
84164,4960,48.675960926263,12.463934093477,rural,155867,48.673078367764,12.495752286175
84166,4049,48.537626715484,12.268801485345,rural,183132,48.548476820142,12.261068865615
84168,2042,48.526684775558,12.464272112676,rural,158916,48.53539406565,12.474391614549
84169,2183,48.449669451953,12.181386614868,rural,196614,48.453494788217,12.175346629566
84171,839,48.4103741069,12.206396994305,rural,190249,48.417001119102,12.204202828423
84172,3674,48.440101995089,12.040321009678,rural,210412,48.460512596056,12.007845404405
84174,3951,48.484413448726,12.045529066537,rural,208613,48.480214352052,12.047514308974
84175,2751,48.490014786459,12.418988489146,rural,160937,48.494818523975,12.449128769448
84177,2190,48.629641219888,12.538530695867,rural,155487,48.645409761423,12.532219552195
84178,2075,48.542035719379,12.378137317625,rural,168193,48.555527750265,12.365092431575
84180,3665,48.586532585984,12.431150282509,rural,162768,48.627581136117,12.437304367299
84181,1116,48.387590409872,12.223454465772,rural,0,,
84183,2593,48.605986555502,12.389901777647,rural,164674,48.619465095068,12.390763567693
84184,3832,48.49008686601,12.111703875999,rural,208138,48.492286928087,12.104549268178
84186,2532,48.447792389248,12.123951131619,rural,201834,48.446949515675,12.11838293966
84187,1453,48.66578286419,12.365188829237,rural,163156,48.650687394549,12.372273418366
84189,1391,48.358564527201,12.326469972844,rural,0,,
84307,13521,48.407242273117,12.751665316695,rural,145261,48.399599522607,12.755216401041
84323,4238,48.397333264075,12.62085532956,rural,152067,48.394860191223,12.615595013639
84326,4936,48.467245850174,12.701413119302,rural,140951,48.465785601958,12.732561243214
84329,3957,48.352706738176,12.801438703691,rural,138932,48.359016409119,12.783585867545
84332,3852,48.427655266509,12.818667102346,rural,134444,48.410986851373,12.832254469743
84333,1303,48.522663802184,12.74266722636,rural,139159,48.532855340823,12.743549409836
84335,2170,48.350082027975,12.722057783115,rural,143529,48.352843906891,12.732271952595
84337,2067,48.492735748496,12.841100688533,rural,133455,48.487335474809,12.833711287866
84339,2209,48.387719696811,12.677336377299,rural,148039,48.388541022267,12.669673661065
84347,12365,48.440879212574,12.957626563391,rural,128519,48.432887711464,12.963628167826
84359,10194,48.285107129928,13.016944381703,rural,109827,48.262228299329,13.017420687608
84364,5838,48.453375329867,13.073015233819,rural,117417,48.432888571805,13.074545854784
84367,8363,48.314127005466,12.899863919298,rural,130465,48.314716584166,12.858334021111
84371,5550,48.394209093296,13.020231470018,rural,118999,48.382477481239,13.016527984184
84375,5541,48.22840581245,12.958622445831,rural,113295,48.249585351576,12.979486891905
84378,3344,48.497943836225,12.915063889591,rural,129442,48.487749823328,12.906047431997
84381,2576,48.550671867257,12.96757504024,rural,126237,48.535558477315,12.95796088117
84384,2168,48.341697248899,13.00556687352,rural,117047,48.356812573755,13.009057794665
84385,2525,48.521577400705,13.062012515654,rural,121194,48.524195843821,13.065475006912
84387,2460,48.255350181982,12.945724928033,rural,117717,48.255918071037,12.954248964945
84389,2492,48.427381323694,12.889270960202,rural,0,,
84405,14721,48.286007748075,12.191733805255,rural,200332,48.279230922706,12.191578215063
84416,11111,48.33877709011,12.12776674679,rural,206140,48.348497293604,12.103093474466
84419,6111,48.253033710372,12.264520816306,rural,187753,48.274640296315,12.261128045914
84424,5721,48.19413665345,12.059430249906,urban,215051,48.223656332588,12.075030129026
84427,4533,48.220011203812,12.145830116046,rural,205233,48.219997905674,12.132054721404
84428,3220,48.304892680409,12.31997847774,rural,183746,48.314217017458,12.2774277015
84431,3584,48.243023365217,12.336180186683,rural,180152,48.246351783682,12.368342005943
84432,1537,48.394475732173,12.131492284691,rural,199620,48.384755081492,12.129170277317
84434,1012,48.407151594233,12.054376669964,rural,202669,48.414336443847,12.094358339273
84435,2855,48.259737447522,12.043509642055,rural,219924,48.253580437866,12.048724583335
84437,1738,48.177894157336,12.246982198882,rural,189475,48.166606030917,12.233087208184
84439,1261,48.379085965222,12.089280924606,rural,205942,48.376264320436,12.083435744653
84453,17812,48.249436270878,12.52857361318,rural,175262,48.251129894104,12.520519989574
84478,22565,48.204750710256,12.405675091109,rural,183251,48.218184775908,12.408167698727
84489,18505,48.183799588816,12.836569205846,rural,132977,48.1619392806,12.805819756682
84494,9808,48.351234531275,12.517752460105,rural,161752,48.347875533168,12.536057404298
84503,13161,48.223300197245,12.671970870455,rural,160671,48.223347132678,12.670511156853
84508,10601,48.150106966751,12.734973011378,rural,145498,48.174135967983,12.722820781034
84513,10567,48.262486010342,12.585094481768,rural,165106,48.262196918998,12.598180621448
84518,8975,48.129791810775,12.586301549117,rural,156245,48.131562320683,12.59259094993
84524,8804,48.238372158958,12.733954829273,rural,154142,48.247898776654,12.688948269293
84529,6206,48.046218939299,12.739157448341,rural,120327,48.022479820921,12.772483063189
84533,6452,48.235869949001,12.852797146627,rural,129117,48.242644132062,12.86745053813
84539,7619,48.250285559818,12.413623205079,rural,178086,48.258463893649,12.406349419993
84543,4929,48.271880289117,12.656790861132,rural,0,,
84544,3263,48.195622360071,12.355509550253,rural,181762,48.195349803431,12.350577855517
84546,1300,48.392213546022,12.455318821271,rural,0,,
84547,4280,48.206880521955,12.761985412039,rural,141460,48.193940110092,12.772098443894
84549,2761,48.126080981565,12.518191969919,rural,156318,48.114050132241,12.548414812294
84550,1254,48.087856490933,12.600493397595,rural,148327,48.081186260775,12.596166999999
84552,898,48.348870813988,12.655975800764,rural,148996,48.337345958545,12.66771973357
84553,1034,48.11919105238,12.682926500014,rural,0,,
84555,745,48.164406698844,12.373109746849,rural,0,,
84556,2825,48.188466234914,12.694044734488,rural,151700,48.195413043184,12.693023339182
84558,3392,48.075007037654,12.655334752123,rural,143628,48.08972565799,12.643325326093
84559,4127,48.184568562122,12.447555713952,rural,176234,48.188730806354,12.441173338534
84561,2364,48.181899094497,12.791546913927,rural,0,,
84562,3616,48.275913332372,12.481534754014,rural,0,,
84564,1736,48.314642033337,12.384500095184,rural,175169,48.322714911961,12.357122229349
84565,911,48.166932441257,12.51567439882,rural,0,,
84567,2518,48.29939111301,12.778393599154,rural,139178,48.284576896159,12.780490732931
84568,2525,48.314615654817,12.621490768158,rural,157770,48.30994178649,12.598050392801
84570,3479,48.204413833267,12.54924142094,rural,166654,48.219496272522,12.555990989168
84571,2764,48.296510842154,12.714978566693,rural,147002,48.287131910026,12.719556995646
84573,1007,48.346129132142,12.424451154496,rural,0,,
84574,1469,48.137298903807,12.445003456651,rural,0,,
84576,1953,48.229081808626,12.611416663509,rural,162688,48.230423151342,12.607711259471
84577,3382,48.203505444118,12.609513135359,rural,161614,48.211253467299,12.604707592805
84579,3067,48.166873157288,12.628633543809,rural,155132,48.168424468149,12.624219950546
85049,26009,48.759831715255,11.33646605111,urban,216564,48.770991982831,11.355872886109
85051,33398,48.719823237163,11.39965991138,urban,218414,48.705149493182,11.427194659085
85053,16483,48.745328717204,11.464124876693,urban,0,,
85055,34420,48.779330204452,11.453994566173,urban,0,,
85057,21806,48.780091790769,11.404040217028,urban,0,,
85072,13919,48.883959359166,11.175279318972,urban,168607,48.897878396876,11.168397422226
85077,11894,48.712576958936,11.500961796096,urban,214908,48.71210797423,11.482687057292
85080,11709,48.814794735742,11.366869713035,urban,211535,48.801604264946,11.383529453964
85084,7913,48.655006649345,11.516577988253,urban,206920,48.650160759093,11.494136155245
85088,7685,48.771141955642,11.608477185355,urban,186783,48.767175802634,11.63802367472
85092,9468,48.834915995821,11.51945927253,urban,193771,48.81417809677,11.527950129537
85095,4639,48.92628114327,11.482165366734,urban,167277,48.934741340689,11.470117419935
85098,6729,48.780372403933,11.544243691074,urban,201298,48.762863252523,11.540072162185
85101,4826,48.807199322565,11.456036812489,urban,206499,48.812726316707,11.465069677041
85104,3759,48.810513126787,11.682192419654,urban,176709,48.811923955575,11.693171264004
85107,5275,48.677872547995,11.479436683154,urban,208687,48.669338223885,11.484813336004
85110,5846,48.944576389679,11.381186566717,urban,166831,48.946874268099,11.388564252764
85111,2962,48.845454164318,11.226016174427,urban,174310,48.840663342518,11.212785209629
85113,1708,48.868799293118,11.372339713024,urban,183658,48.858038781015,11.368913087687
85114,3685,48.802954537869,11.293310917536,urban,187930,48.810514231809,11.28176122824
85116,1167,48.783890484641,11.228062254027,urban,184955,48.789339657599,11.238966848649
85117,2927,48.822814012731,11.323734379074,urban,194364,48.819707178951,11.32808333447
85119,1575,48.721278639499,11.568287630263,urban,195050,48.73415314817,11.588006517973
85120,2603,48.826934972158,11.460801746646,urban,0,,
85122,2965,48.875112268583,11.316721568497,urban,181381,48.856501612745,11.331979760866
85123,4998,48.665492828086,11.408469950435,urban,209451,48.67383451165,11.410510799024
85125,2676,49.006525863412,11.40513536282,urban,161034,48.998890045487,11.383125147001
85126,2973,48.762678204938,11.661484081319,urban,182326,48.758003468796,11.684026225645
85128,2078,48.807767023432,11.20569251892,urban,182777,48.798085775663,11.235595685573
85129,1256,48.838651067094,11.591257730716,urban,177946,48.828578088678,11.617530189436
85131,2908,48.937793974355,11.210132923223,urban,162088,48.949526556222,11.207512904995
85132,3199,48.928124632838,11.107610471947,urban,162011,48.907913082795,11.108562576431
85134,3884,48.863509913865,11.458114486751,urban,184352,48.862609529258,11.445865685481
85135,2832,49.006443364362,11.226690844236,rural,160140,48.998370541454,11.207211324741
85137,2420,48.926671769777,11.29920702077,urban,167568,48.915353593832,11.306505963775
85139,4978,48.829154993893,11.414497781793,urban,200153,48.829479019195,11.419161359424
85221,45907,48.258946595126,11.438988877434,urban,418277,48.259685943571,11.442704795979
85229,9979,48.378676895593,11.3488366562,urban,277580,48.352154419458,11.376645979871
85232,7581,48.265439944398,11.378671600547,urban,385125,48.250787387341,11.395147475059
85235,6581,48.317155378006,11.188431572834,urban,262386,48.309921742652,11.200885400814
85238,6429,48.409225859669,11.47600697171,urban,259666,48.408656713894,11.480151991488
85241,5535,48.29469070365,11.492151837145,urban,352622,48.302255478419,11.497371439585
85244,6417,48.332876762853,11.459247392098,urban,303870,48.335213672413,11.439012248981
85247,6454,48.303991932316,11.343482005559,urban,300698,48.311637724412,11.352593014279
85250,7765,48.391068946627,11.237869761937,urban,246601,48.37958288569,11.261154385781
85253,5811,48.332301584808,11.284089642569,urban,269261,48.336180193631,11.286487510826
85254,1749,48.282383382785,11.258612205002,urban,286845,48.28350773686,11.2611375363
85256,4468,48.366368215063,11.461070610965,urban,280831,48.367072538606,11.448846827806
85258,3345,48.388512666648,11.411257462345,urban,266982,48.383392819263,11.423261017597
85259,950,48.297858163626,11.233492396288,urban,0,,
85276,26577,48.549718225316,11.509269776353,urban,222843,48.51382236018,11.49808973767
85283,11371,48.602705580917,11.629377777047,urban,205248,48.608154860371,11.601568594576
85290,10508,48.70016692395,11.618660936959,urban,195009,48.674955573535,11.626688740846
85293,5191,48.455387642896,11.478022005063,urban,232384,48.472731592236,11.503595588058
85296,5936,48.610138427927,11.54492654928,urban,205421,48.611900950181,11.574792325006
85298,4901,48.500658727647,11.4333167495,urban,224014,48.496690451914,11.45860961858
85301,5119,48.510354805312,11.612883505074,urban,223920,48.500018384997,11.602582416227
85302,3478,48.489036003368,11.355731405239,urban,217118,48.500045203358,11.372137165895
85304,2491,48.484773482554,11.518808498221,urban,229454,48.483564392862,11.509895793044
85305,3090,48.436707801634,11.408205946175,urban,242036,48.430594276137,11.407225118578
85307,1816,48.472160961309,11.563428004861,urban,233414,48.470952182019,11.564893957421
85309,2144,48.614072379872,11.47092831969,urban,205281,48.619711094358,11.451870540927
85354,26038,48.391349919719,11.71138350869,urban,0,,
85356,21107,48.368049043277,11.758386709851,urban,260702,48.400513755325,11.752438362284
85368,20188,48.468253639696,11.922967053244,rural,213200,48.483869869673,11.956870563859
85375,17691,48.322164382677,11.67172206809,urban,330076,48.31919523466,11.651636125541
85376,1768,48.356752892127,11.642707362789,urban,0,,
85386,13517,48.29514267513,11.621152396308,urban,360625,48.29607128501,11.63131645064
85391,5385,48.437252790513,11.586939242356,urban,246954,48.436649491275,11.603801232634
85395,5218,48.498891684319,11.724707958299,rural,220954,48.495553840197,11.73147061735
85399,9735,48.31646812031,11.726742534691,urban,293085,48.332860178725,11.747756958306
85402,4196,48.398455835586,11.62058730341,urban,261846,48.407241301561,11.612145962308
85405,5193,48.535083973407,11.811246796689,rural,206292,48.542788244203,11.808757393038
85406,4711,48.463562050815,11.769145926825,rural,230805,48.453946666036,11.778949126928
85408,1461,48.551284855872,11.940570584202,rural,199249,48.558347440879,11.949202192278
85410,2936,48.472403119089,11.830767555597,rural,224946,48.456574949154,11.841723666916
85411,2442,48.425199269069,11.532833698513,urban,251064,48.426847707522,11.530052625265
85413,1949,48.552939240874,11.864423409697,rural,203522,48.540882211176,11.873630373704
85414,2897,48.462604300322,11.656801209167,rural,237577,48.453877726501,11.652581355183
85416,4091,48.435028300423,11.855857134946,rural,228170,48.443054525448,11.849475747749
85417,3125,48.407110217902,11.806969794933,rural,242652,48.414998382057,11.802174422953
85419,2946,48.519593925883,11.90673288576,rural,209312,48.512409505771,11.908185000869
85435,35452,48.306119079449,11.913408742197,urban,267700,48.310922327229,11.906798014441
85445,5657,48.324383837004,11.83746449295,rural,266457,48.329150169068,11.843033474262
85447,3579,48.364700023747,12.014971346289,rural,221148,48.362425785228,11.999970087088
85452,5712,48.27778669825,11.800198758908,urban,292555,48.283047297134,11.8121672031
85456,5018,48.393609255483,11.97323346827,rural,221946,48.399770621495,11.971098450402
85457,4612,48.243073043419,11.917189737762,urban,259116,48.242100369454,11.930244730785
85459,2702,48.390525902039,11.920523107417,rural,232388,48.383657327638,11.918408083355
85461,3739,48.309040763221,11.997424565321,rural,232321,48.317242976524,11.984231898878
85462,2512,48.37963730269,11.873940177873,rural,245868,48.355191107929,11.88743822299
85464,4395,48.233452721225,11.776671964261,urban,326025,48.216201847898,11.808753395064
85465,2757,48.430116765959,11.958393005654,rural,0,,
85467,2530,48.247907809129,11.834420844397,urban,289489,48.244550076327,11.853008676434
85469,2149,48.258377559714,11.976671316761,urban,241011,48.256289703517,11.975691932694
85521,26709,48.059360025046,11.675806046694,urban,517297,48.073103820606,11.652853474209
85540,20338,48.117771441567,11.736161082897,urban,474598,48.114997784813,11.716248173424
85551,13096,48.177577686751,11.74908037891,urban,418058,48.173654159753,11.739419755791
85560,11725,48.09444707783,11.972039307344,urban,245092,48.09560305679,11.983342562574
85567,14745,48.035230936828,11.950558444364,urban,246119,48.044901849825,11.959657574987
85570,14788,48.198948385235,11.869744553908,urban,299162,48.2034387154,11.868709936788
85579,14309,48.07951723166,11.629238026687,urban,0,,
85586,13936,48.168367382729,11.798965652851,urban,354752,48.170400344512,11.803921804777
85591,9567,48.114373900562,11.77166325105,urban,396126,48.115705816753,11.770860165344
85598,9759,48.113311402411,11.799655305648,urban,0,,
85599,1173,48.13883032087,11.794818304274,urban,375036,48.144549961707,11.786967587239
85604,9156,48.079654082751,11.822158710148,urban,318303,48.077977480122,11.829777357569
85609,8007,48.184883398885,11.714789134676,urban,437414,48.17663275646,11.720960200635
85614,10208,48.086267471166,11.883121057017,urban,268266,48.069062422612,11.907972653738
85617,4510,47.985987562112,12.003965569445,urban,220150,47.983050159973,12.008954446935
85622,7289,48.138466326285,11.763935226765,urban,425177,48.150377784459,11.742992150323
85625,6394,47.978670846728,11.884528906958,urban,240791,47.97567062123,11.898492474163
85630,6749,48.075501432326,11.763497989408,urban,367820,48.074463746819,11.768695241205
85635,10413,48.019010818015,11.738530135573,urban,0,,
85640,6494,48.081678355547,11.706121559118,urban,0,,
85643,4116,48.105080595891,12.038336747446,rural,223975,48.085503104106,12.037126325573
85646,4975,48.154943448303,11.852300983366,urban,309652,48.154738899023,11.85827984121
85649,5010,47.995439518036,11.686832860795,urban,0,,
85652,5378,48.20172101459,11.783143825315,urban,341123,48.196076621345,11.803362747783
85653,4902,47.96661522189,11.767399860755,urban,0,,
85656,1502,48.216544044833,12.001062594624,urban,236676,48.215374221193,11.997770916941
85658,2299,47.998162358506,11.798123599327,urban,292008,48.00708311497,11.791265453467
85659,3426,48.182240705224,11.983321903914,urban,245573,48.184915749017,11.978353077663
85661,3633,48.172092036573,11.900526439872,urban,272254,48.172084607619,11.917396913861
85662,3126,48.050945735015,11.714851652288,urban,0,,
85664,3043,48.144502093113,11.986972446833,urban,242779,48.159821449892,11.985889380187
85665,1532,48.03339916336,11.869528896363,urban,0,,
85667,2333,48.03368991368,11.81397449837,urban,294178,48.022377019388,11.808364007234
85669,2683,48.206289358144,11.941204586271,urban,258047,48.198948916851,11.944238927983
85716,27350,48.279835268976,11.573046587527,urban,387772,48.286692616832,11.561724539337
85737,16390,48.244326319312,11.708710300648,urban,416743,48.230398167658,11.680401026805
85748,16587,48.245771436669,11.643075211632,urban,408721,48.250488394233,11.656605647384
85757,19077,48.228602955029,11.462730579069,urban,470841,48.230901500888,11.465852251521
85764,11372,48.245270118923,11.561288645122,urban,426002,48.263662627474,11.559351981337
85774,10389,48.188849639176,11.650848863969,urban,486515,48.199413489022,11.663132742709
85777,4758,48.360875973809,11.562128651256,urban,308052,48.344441888483,11.56851971426
85778,5200,48.320772217604,11.550111211723,urban,338330,48.318190869314,11.549655237048
86150,12457,48.365103604152,10.89448737472,urban,0,,
86152,16482,48.373507337495,10.893381116772,urban,0,,
86153,17011,48.384384410398,10.893293893331,urban,317144,48.373333034618,10.917611626087
86154,20422,48.395133157783,10.877902680273,urban,0,,
86156,25726,48.389187025613,10.857351053834,urban,313481,48.390634154018,10.86458490049
86157,22066,48.361573818806,10.865202865265,urban,305695,48.34977400888,10.855917325736
86159,27295,48.337197443226,10.895968030272,urban,0,,
86161,17478,48.345805995317,10.920948650851,urban,0,,
86163,21296,48.347391182504,10.945839346637,urban,0,,
86165,15003,48.380211795658,10.942797682887,urban,0,,
86167,15561,48.394610603298,10.927386913183,urban,0,,
86169,16862,48.417422250493,10.90536097548,urban,278192,48.42045325282,10.898010509519
86179,27861,48.302620287183,10.922118282657,urban,296014,48.317512872834,10.890516022689
86199,27568,48.319172619994,10.83054666327,urban,0,,
86316,30303,48.344539618202,11.003410952062,urban,277542,48.372937654201,10.98672486848
86343,28512,48.260214926227,10.884872121054,urban,265505,48.264623247284,10.897993369709
86356,22275,48.389606616338,10.811360429165,urban,278918,48.384782206178,10.81208073249
86368,21936,48.428732648922,10.820971440768,urban,251433,48.432597639808,10.816303988814
86381,13152,48.244008523089,10.378405707969,rural,146752,48.256550370932,10.355044626827
86391,15252,48.357909215173,10.83105198904,urban,299720,48.366280714172,10.838340126841
86399,17298,48.277283377375,10.763923910461,urban,240362,48.268622132301,10.812274378261
86405,11404,48.536773447433,10.84845351425,urban,187207,48.556894589862,10.821679302927
86415,14035,48.261852110329,11.023042830719,urban,256594,48.258510641733,10.969612033242
86420,10256,48.355452343803,10.766467895585,urban,259352,48.365257612925,10.789134525575
86424,6889,48.337430417938,10.57648767754,urban,175088,48.352209025339,10.576139686146
86438,11685,48.302704440747,10.976182883551,urban,270118,48.287891686132,10.979162010176
86441,6425,48.400305828163,10.588330334435,urban,176800,48.406071643736,10.594423084565
86444,5548,48.452419651222,10.964039129439,urban,229901,48.45787237862,10.975187654292
86447,5953,48.52074437547,10.958812808622,urban,205306,48.515562992055,10.940109264693
86450,4008,48.457844315311,10.572511986123,urban,171957,48.471578499634,10.612846304329
86453,5657,48.381728533784,11.073011876055,urban,246059,48.393806291307,11.051696958779
86456,4741,48.454404767826,10.808184792481,urban,222962,48.463284384245,10.809819985801
86459,4340,48.304690338234,10.717803744946,urban,217745,48.327822664833,10.724948294125
86462,7680,48.484094616422,10.837902180514,urban,226204,48.469857054153,10.863197036135
86465,4776,48.455368136008,10.656293454363,urban,186842,48.469671799174,10.690672256234
86470,6281,48.27944734451,10.47818901019,rural,157855,48.288547180109,10.457630195656
86473,3109,48.28769567775,10.547017147423,rural,168416,48.297646723755,10.541522403653
86476,3255,48.312056850153,10.383708264466,rural,146025,48.30003309975,10.363432870853
86477,2290,48.425083786628,10.723665765236,urban,203496,48.427369925704,10.714201818136
86479,1231,48.227373842421,10.544606639418,rural,163535,48.252365715624,10.52218362169
86480,1911,48.192685478224,10.375280585127,rural,146989,48.206770550006,10.392826601929
86482,3060,48.407003095778,10.766627671035,urban,251264,48.404878704747,10.790245964225
86483,1247,48.235428468546,10.488924995593,rural,0,,
86485,3571,48.512003559622,10.786876320368,urban,197762,48.493651351292,10.772135482631
86486,1287,48.441439207756,10.703054675288,urban,199021,48.438351011123,10.708962348453
86488,1298,48.235630864308,10.295007483819,rural,138998,48.236431774678,10.307323568908
86489,1553,48.257746593187,10.329546214492,rural,0,,
86491,632,48.209830767258,10.313266129107,rural,0,,
86492,2300,48.189013578823,10.981981709293,rural,233504,48.188372091624,10.972731795699
86494,1426,48.483898499282,10.675082633827,urban,181287,48.480762643997,10.671949649995
86495,1721,48.325117782632,11.105168284659,urban,0,,
86497,2618,48.395570458989,10.664366267556,urban,197630,48.391918151833,10.680058077059
86498,1837,48.184551557709,10.269516723286,rural,0,,
86500,2601,48.359998142059,10.685393997346,urban,203273,48.366433934137,10.689657922394
86502,1627,48.50895741887,10.711381853465,rural,0,,
86504,3231,48.240576712456,10.988012193576,urban,250521,48.239757910701,10.985523117069
86505,2092,48.310729031263,10.45129709053,rural,155759,48.316441323439,10.446907836509
86507,2940,48.217566218793,10.863116945552,urban,232957,48.224401352054,10.856217813527
86508,2566,48.483769023071,10.912534614131,urban,216232,48.489155696817,10.915122048182
86510,3088,48.287016490411,11.094921410953,urban,0,,
86511,1303,48.21245959561,10.959458948623,urban,0,,
86513,3456,48.254991199643,10.448110269636,rural,156982,48.257149493018,10.449551404077
86514,1164,48.321529329688,10.63737700204,urban,187176,48.317824208796,10.634931332607
86517,3087,48.24767556481,10.804734400769,urban,229029,48.255255688436,10.78794341532
86519,1031,48.292988478486,10.310383714761,rural,139639,48.286321564738,10.300792323547
86529,16836,48.565347401954,11.265460559565,rural,206664,48.569850175393,11.275269568535
86551,21411,48.442297012441,11.123614672587,urban,234096,48.444708934337,11.120791692655
86554,6639,48.575310521142,11.066363306422,rural,190156,48.581656958052,11.080229847475
86556,4262,48.509175897283,11.175871407021,rural,210843,48.493773279704,11.180235729207
86558,4666,48.604107593975,11.401499178587,urban,205112,48.58439652288,11.400268764175
86559,1664,48.356131900607,11.133290199618,urban,0,,
86561,2843,48.523566204051,11.295316361899,rural,207726,48.536278125582,11.281358567211
86562,1299,48.634695677074,11.233359396291,rural,194291,48.63318784495,11.259026923323
86564,1695,48.63631837994,11.335466469611,rural,198008,48.627576428239,11.314550315518
86565,2495,48.500645089768,11.245388594398,rural,212359,48.496654404965,11.266221187135
86567,3321,48.432899502837,11.339067679881,urban,238530,48.429566105424,11.369929879735
86568,2455,48.487978005353,11.06024912539,urban,0,,
86570,2632,48.521196455641,11.102772909766,rural,0,,
86571,1573,48.604363390299,11.206130172388,rural,192169,48.608375318925,11.19883714668
86573,2107,48.422582578162,11.054016362733,urban,234494,48.425367307047,11.058447401613
86574,1767,48.524956226964,11.012790405837,urban,0,,
86576,1967,48.45467242831,11.227457522909,rural,0,,
86577,1665,48.389574944411,11.164175215153,urban,0,,
86579,2334,48.589486594053,11.328034495243,rural,202928,48.581226265149,11.345410913915
86609,19072,48.720689956759,10.765484095345,rural,164371,48.725266029811,10.763878488217
86633,29353,48.724307320401,11.203124654538,urban,191489,48.731859175481,11.180378221053
86637,13328,48.542480528774,10.647609259794,rural,172268,48.524775988984,10.646849679469
86641,8844,48.675310315821,10.953672346501,rural,172279,48.675920263915,10.939092888593
86643,5052,48.765852129712,11.032749232035,rural,168151,48.746281621913,11.043789289018
86647,6011,48.612762107933,10.724366342363,rural,169388,48.582415180742,10.726141163248
86650,5977,48.876407511692,10.70826840666,rural,143654,48.865979434625,10.714734075855
86653,6040,48.835306876296,10.870182952899,rural,154056,48.821110737696,10.882417109356
86655,5745,48.771803696558,10.683264645856,rural,144775,48.794726770055,10.695781563784
86657,3765,48.713691884654,10.579636763411,rural,135153,48.725763667989,10.55686257296
86660,4176,48.679266852962,10.68856042974,rural,156021,48.680247811899,10.701040570527
86663,4485,48.687616836866,10.822586808733,rural,166441,48.673000977103,10.814416063774
86666,4771,48.693868256429,11.033233945155,rural,174560,48.693228726652,11.033679427175
86668,5440,48.679005455872,11.295717610057,urban,199522,48.676754947421,11.293778754674
86669,4658,48.650521398509,11.194250759775,urban,188330,48.611704414446,11.158011618085
86672,4090,48.563633400001,10.897816851067,urban,186888,48.573023466071,10.908435571313
86673,1978,48.762291688949,11.249845054133,urban,194778,48.756224792816,11.262661769385
86674,1189,48.585151000993,10.970480566004,rural,0,,
86675,1743,48.784481267967,10.844934466351,rural,154076,48.780522955741,10.820967477227
86676,3866,48.633228640885,11.08404909618,rural,183945,48.634560235646,11.121542840654
86678,1047,48.59212326304,10.79641039571,urban,175091,48.587581015166,10.78722420525
86679,1072,48.615098970317,10.862301344163,urban,177677,48.604340371233,10.862834128804
86681,1403,48.836894586765,10.772041610639,rural,147029,48.830252500817,10.767200637745
86682,1228,48.707064027802,10.874879990894,rural,0,,
86684,1196,48.620478693463,10.949615536125,rural,0,,
86685,1675,48.829883269249,10.707528630631,rural,143798,48.830775176761,10.70977553655
86687,4102,48.777823930397,10.781499472393,rural,155457,48.759406197222,10.786822724831
86688,2708,48.757242353797,10.950363111739,rural,163412,48.740318558326,10.957213719554
